# SHADOW-EVAL-ONLY: simulation week — not real pipeline output
vin,label,tier,prob,priority,trigger,evidence_state,h2_fires,h2_consec_red,a2_fired_ever,persistence_terminal_active,sma_dead_badge,silence_trigger_active,watchlist_badge
VIN10_F_SM,1,AMBER,0.3595,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN10_NF_SM,0,GREEN,0.1388,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,True,False
VIN11_F_SM,1,AMBER,0.3850,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN11_NF_SM,0,GREEN,0.1023,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN12_F_SM,1,RED,0.8715,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,True,False,True,False
VIN12_NF_SM,0,GREEN,0.2541,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN13_F_SM,1,AMBER,0.5008,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,0,True,True,False,True,False
VIN13_NF_SM,0,GREEN,0.1029,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN14_F_SM,1,RED,0.9964,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,1,True,True,False,True,False
VIN14_NF_SM,0,GREEN,0.1847,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN15_NF_SM,0,GREEN,0.2528,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN16_NF_SM,0,RED,0.6841,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,False,False,False,False
VIN17_NF_SM,0,GREEN,0.0829,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN18_NF_SM,0,GREEN,0.2376,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN19_NF_SM,0,AMBER,0.4535,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN1_F_SM,1,AMBER,0.4418,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,False,False
VIN1_NF_SM,0,AMBER,0.4309,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN20_NF_SM,0,GREEN,0.2719,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,True,False
VIN2_F_SM,1,GREEN,0.2575,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN2_NF_SM,0,RED,0.6484,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,True,False,False,True
VIN3_F_SM,1,GREEN,0.1067,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,0,True,True,False,False,False
VIN3_NF_SM,0,RED,0.5544,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,False,False,False,False
VIN4_F_SM,1,GREEN,0.2819,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN4_NF_SM,0,GREEN,0.2277,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN5_F_SM,1,RED,1.0000,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,True,False,True,False
VIN5_NF_SM,0,GREEN,0.0805,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN6_F_SM,1,RED,0.9677,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,1,True,True,False,True,False
VIN6_NF_SM,0,RED,1.0000,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,False,False,False,False
VIN7_F_SM,1,AMBER,0.4836,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN7_NF_SM,0,GREEN,0.1496,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN8_F_SM,1,AMBER,0.3506,P2,AMBER_tier,AMBER_tier,False,0,False,True,True,True,False
VIN8_NF_SM,0,GREEN,0.2464,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN9_F_SM,1,GREEN,0.2779,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN9_NF_SM,0,AMBER,0.3605,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
