# SHADOW-EVAL-ONLY: simulation week — not real pipeline output
vin,label,tier,prob,priority,trigger,evidence_state,h2_fires,h2_consec_red,a2_fired_ever,persistence_terminal_active,sma_dead_badge,silence_trigger_active,watchlist_badge
VIN10_F_SM,1,RED,1.0000,P0,H2_dwell_fired,H2_dwell_fired,True,5,False,True,False,True,False
VIN10_NF_SM,0,AMBER,0.4239,P2,AMBER_tier,AMBER_tier,False,0,False,False,True,True,False
VIN11_F_SM,1,RED,0.6106,P0,H2_dwell_fired,H2_dwell_fired,True,5,False,True,False,True,False
VIN11_NF_SM,0,GREEN,0.1279,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN12_F_SM,1,RED,0.5965,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,4,False,True,False,True,False
VIN12_NF_SM,0,GREEN,0.1157,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN13_F_SM,1,RED,0.8764,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,1,True,True,False,True,False
VIN13_NF_SM,0,GREEN,0.2024,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN14_F_SM,1,RED,0.9962,P0,H2_dwell_fired,H2_dwell_fired,True,9,True,True,False,True,False
VIN14_NF_SM,0,GREEN,0.0055,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN15_NF_SM,0,GREEN,0.0929,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN16_NF_SM,0,GREEN,0.0452,GREEN_OK,GREEN_tier,GREEN_tier,False,2,False,False,False,False,False
VIN17_NF_SM,0,GREEN,0.0987,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN18_NF_SM,0,AMBER,0.4169,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN19_NF_SM,0,AMBER,0.3843,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN1_F_SM,1,GREEN,0.2463,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,False
VIN1_NF_SM,0,GREEN,0.0429,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN20_NF_SM,0,GREEN,0.2769,GREEN_OK,GREEN_tier,GREEN_tier,False,1,False,False,True,True,False
VIN2_F_SM,1,GREEN,0.3190,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN2_NF_SM,0,AMBER,0.4962,P0,H2_dwell_fired,H2_dwell_fired,True,8,False,True,False,False,True
VIN3_F_SM,1,RED,0.9561,P0,H2_dwell_fired,H2_dwell_fired,True,6,True,True,False,False,False
VIN3_NF_SM,0,GREEN,0.1323,GREEN_OK,GREEN_tier,GREEN_tier,False,1,False,False,False,False,False
VIN4_F_SM,1,GREEN,0.2710,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN4_NF_SM,0,GREEN,0.0693,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN5_F_SM,1,RED,0.9971,P0,H2_dwell_fired,H2_dwell_fired,True,9,False,True,False,True,False
VIN5_NF_SM,0,RED,0.7265,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,2,False,True,False,False,True
VIN6_F_SM,1,RED,0.9998,P0,H2_dwell_fired,H2_dwell_fired,True,9,True,True,False,True,False
VIN6_NF_SM,0,GREEN,0.1913,P0,H2_dwell_fired,H2_dwell_fired,True,4,False,False,False,False,False
VIN7_F_SM,1,RED,0.9526,P0,H2_dwell_fired,H2_dwell_fired,True,7,False,True,False,True,False
VIN7_NF_SM,0,GREEN,0.1696,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN8_F_SM,1,GREEN,0.3459,P0,H2_dwell_fired,H2_dwell_fired,True,4,False,True,True,True,False
VIN8_NF_SM,0,GREEN,0.1018,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN9_F_SM,1,GREEN,0.2477,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN9_NF_SM,0,GREEN,0.0887,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
