# SHADOW-EVAL-ONLY: simulation week — not real pipeline output
vin,label,tier,prob,priority,trigger,evidence_state,h2_fires,h2_consec_red,a2_fired_ever,persistence_terminal_active,sma_dead_badge,silence_trigger_active,watchlist_badge
VIN10_F_SM,1,RED,1.0000,P0,H2_dwell_fired,H2_dwell_fired,True,6,False,True,False,True,False
VIN10_NF_SM,0,AMBER,0.5004,P2,AMBER_tier,AMBER_tier,False,0,False,False,True,True,False
VIN11_F_SM,1,AMBER,0.4761,P0,H2_dwell_fired,H2_dwell_fired,True,5,False,True,False,True,False
VIN11_NF_SM,0,GREEN,0.1428,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN12_F_SM,1,RED,0.8217,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,5,False,True,False,True,False
VIN12_NF_SM,0,GREEN,0.1236,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN13_F_SM,1,RED,0.8893,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,2,True,True,False,True,False
VIN13_NF_SM,0,GREEN,0.1903,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN14_F_SM,1,RED,0.9867,P0,H2_dwell_fired,H2_dwell_fired,True,10,True,True,False,True,False
VIN14_NF_SM,0,GREEN,0.0167,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN15_NF_SM,0,GREEN,0.1205,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN16_NF_SM,0,GREEN,0.0373,GREEN_OK,GREEN_tier,GREEN_tier,False,2,False,False,False,False,False
VIN17_NF_SM,0,GREEN,0.1202,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN18_NF_SM,0,GREEN,0.3076,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN19_NF_SM,0,GREEN,0.2512,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN1_F_SM,1,GREEN,0.2566,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,False
VIN1_NF_SM,0,GREEN,0.0443,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN20_NF_SM,0,GREEN,0.3384,GREEN_OK,GREEN_tier,GREEN_tier,False,1,False,False,True,True,False
VIN2_F_SM,1,RED,0.5547,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,True,False,True,False
VIN2_NF_SM,0,GREEN,0.1935,P0,H2_dwell_fired,H2_dwell_fired,True,8,False,True,False,False,True
VIN3_F_SM,1,RED,0.8136,P0,H2_dwell_fired,H2_dwell_fired,True,7,True,True,False,False,False
VIN3_NF_SM,0,GREEN,0.1149,GREEN_OK,GREEN_tier,GREEN_tier,False,1,False,False,False,False,False
VIN4_F_SM,1,GREEN,0.2718,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN4_NF_SM,0,GREEN,0.0832,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN5_F_SM,1,RED,0.9362,P0,H2_dwell_fired,H2_dwell_fired,True,10,False,True,False,True,False
VIN5_NF_SM,0,RED,0.9408,P0,H2_dwell_fired,H2_dwell_fired,True,3,False,True,False,False,True
VIN6_F_SM,1,RED,0.9999,P0,H2_dwell_fired,H2_dwell_fired,True,10,True,True,False,True,False
VIN6_NF_SM,0,GREEN,0.2518,P0,H2_dwell_fired,H2_dwell_fired,True,4,False,False,False,False,False
VIN7_F_SM,1,RED,0.7700,P0,H2_dwell_fired,H2_dwell_fired,True,8,False,True,False,True,False
VIN7_NF_SM,0,GREEN,0.2440,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN8_F_SM,1,AMBER,0.3961,P0,H2_dwell_fired,H2_dwell_fired,True,4,False,True,True,True,False
VIN8_NF_SM,0,GREEN,0.0679,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN9_F_SM,1,GREEN,0.2962,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN9_NF_SM,0,GREEN,0.0958,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
