# SHADOW-EVAL-ONLY: simulation week — not real pipeline output
vin,label,tier,prob,priority,trigger,evidence_state,h2_fires,h2_consec_red,a2_fired_ever,persistence_terminal_active,sma_dead_badge,silence_trigger_active,watchlist_badge
VIN10_F_SM,1,AMBER,0.4418,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN10_NF_SM,0,GREEN,0.1435,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,True,False
VIN11_F_SM,1,RED,0.6011,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,1,False,True,False,True,False
VIN11_NF_SM,0,GREEN,0.2108,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN12_F_SM,1,AMBER,0.4928,P2,AMBER_tier,AMBER_tier,False,1,False,True,False,True,False
VIN12_NF_SM,0,AMBER,0.3639,P2,AMBER_tier,AMBER_tier,False,0,False,False,True,False,False
VIN13_F_SM,1,GREEN,0.2804,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,0,True,True,False,True,False
VIN13_NF_SM,0,GREEN,0.0717,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN14_F_SM,1,RED,0.9997,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,2,True,True,False,True,False
VIN14_NF_SM,0,GREEN,0.1955,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN15_NF_SM,0,AMBER,0.3615,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,False,True
VIN16_NF_SM,0,RED,0.7144,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,2,False,False,False,False,False
VIN17_NF_SM,0,GREEN,0.2149,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN18_NF_SM,0,GREEN,0.2504,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN19_NF_SM,0,AMBER,0.3777,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN1_F_SM,1,AMBER,0.4310,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,False,False
VIN1_NF_SM,0,GREEN,0.2238,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN20_NF_SM,0,GREEN,0.3342,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,True,False
VIN2_F_SM,1,GREEN,0.2778,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN2_NF_SM,0,RED,0.5753,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,2,False,True,False,False,True
VIN3_F_SM,1,GREEN,0.0261,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,0,True,True,False,False,False
VIN3_NF_SM,0,AMBER,0.3603,P2,AMBER_tier,AMBER_tier,False,1,False,False,False,False,False
VIN4_F_SM,1,GREEN,0.3198,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,True,False
VIN4_NF_SM,0,GREEN,0.1914,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN5_F_SM,1,RED,1.0000,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,2,False,True,False,True,False
VIN5_NF_SM,0,GREEN,0.0555,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN6_F_SM,1,RED,0.9250,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,2,True,True,False,True,False
VIN6_NF_SM,0,RED,1.0000,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,2,False,False,False,False,False
VIN7_F_SM,1,AMBER,0.5071,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN7_NF_SM,0,GREEN,0.1406,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN8_F_SM,1,AMBER,0.4115,P2,AMBER_tier,AMBER_tier,False,0,False,True,True,True,False
VIN8_NF_SM,0,AMBER,0.4890,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,False,True
VIN9_F_SM,1,GREEN,0.3457,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN9_NF_SM,0,AMBER,0.4202,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
