# SHADOW-EVAL-ONLY: simulation week — not real pipeline output
vin,label,tier,prob,priority,trigger,evidence_state,h2_fires,h2_consec_red,a2_fired_ever,persistence_terminal_active,sma_dead_badge,silence_trigger_active,watchlist_badge
VIN10_F_SM,1,RED,0.6020,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,3,False,True,False,True,False
VIN10_NF_SM,0,AMBER,0.4325,P2,AMBER_tier,AMBER_tier,False,0,False,False,True,True,False
VIN11_F_SM,1,RED,0.8810,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,3,False,True,False,True,False
VIN11_NF_SM,0,GREEN,0.2134,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN12_F_SM,1,RED,0.5638,P1,RED_tier_no_channel_yet,RED_tier_no_channel_yet,False,3,False,True,False,True,False
VIN12_NF_SM,0,GREEN,0.2214,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN13_F_SM,1,GREEN,0.0495,P0,A2_battery_cascade_fired,A2_battery_cascade_fired,False,0,True,True,False,True,False
VIN13_NF_SM,0,GREEN,0.1483,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN14_F_SM,1,RED,0.9985,P0,H2_dwell_fired,H2_dwell_fired,True,7,True,True,False,True,False
VIN14_NF_SM,0,GREEN,0.0086,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN15_NF_SM,0,GREEN,0.2464,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN16_NF_SM,0,GREEN,0.0396,GREEN_OK,GREEN_tier,GREEN_tier,False,2,False,False,False,False,False
VIN17_NF_SM,0,GREEN,0.0397,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN18_NF_SM,0,GREEN,0.1983,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN19_NF_SM,0,AMBER,0.4548,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN1_F_SM,1,GREEN,0.2934,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,False
VIN1_NF_SM,0,GREEN,0.0322,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN20_NF_SM,0,GREEN,0.3055,GREEN_OK,GREEN_tier,GREEN_tier,False,1,False,False,True,True,False
VIN2_F_SM,1,AMBER,0.4253,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN2_NF_SM,0,RED,0.9743,P0,H2_dwell_fired,H2_dwell_fired,True,7,False,True,False,False,True
VIN3_F_SM,1,RED,0.8054,P0,H2_dwell_fired,H2_dwell_fired,True,4,True,True,False,False,False
VIN3_NF_SM,0,GREEN,0.2213,GREEN_OK,GREEN_tier,GREEN_tier,False,1,False,False,False,False,False
VIN4_F_SM,1,AMBER,0.3697,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,True,False
VIN4_NF_SM,0,GREEN,0.0932,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
VIN5_F_SM,1,RED,0.9999,P0,H2_dwell_fired,H2_dwell_fired,True,7,False,True,False,True,False
VIN5_NF_SM,0,AMBER,0.4746,P2,AMBER_tier,AMBER_tier,False,0,False,True,False,False,True
VIN6_F_SM,1,RED,0.9895,P0,H2_dwell_fired,H2_dwell_fired,True,7,True,True,False,True,False
VIN6_NF_SM,0,GREEN,0.0601,P0,H2_dwell_fired,H2_dwell_fired,True,4,False,False,False,False,False
VIN7_F_SM,1,RED,0.9559,P0,H2_dwell_fired,H2_dwell_fired,True,5,False,True,False,True,False
VIN7_NF_SM,0,AMBER,0.4246,P2,AMBER_tier,AMBER_tier,False,0,False,False,False,False,False
VIN8_F_SM,1,RED,0.5742,P0,H2_dwell_fired,H2_dwell_fired,True,4,False,True,True,True,False
VIN8_NF_SM,0,GREEN,0.2284,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,True,False,False,True
VIN9_F_SM,1,GREEN,0.2458,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,True,False,False
VIN9_NF_SM,0,GREEN,0.1827,GREEN_OK,GREEN_tier,GREEN_tier,False,0,False,False,False,False,False
